,UCL,,,,,,,,,,UNF,,,,,,,,,,Vanderbilt,,,,,,,,,,Zurich,,,,,,,,,,MEAN,STD,,,Average per center (dice),,,
Soft-Adap-Relu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCL,UNF,Vanderbilt,Zurich
Soft-Adap-Sig-Precision,0.04584150275198,0.036374005731735,0.082364626131441,0.066378260427748,0.041138831896765,0.955072297168394,0.003788216978146,0.060791471058727,0.102929039887246,0.138966047515496,0.327023867003047,0.079234029242186,0.927121238776003,0.191040090989617,0.053496395663619,0.935234068349292,0.085382738190649,0.933190391178124,0.945982692859822,0.210131824247189,0.352116516906474,0.875358528416319,0.847138432329876,0.32156374083233,0.869288656705129,0.886751183656335,0.89052422124701,0.874717060818901,0.87526430637243,0.865542599461979,-0.011574108116059,-0.047605291771264,0.013969239689247,-0.000228557571393,0.024888710318199,-0.021784553944158,-0.024779692836628,0.008250694731335,0.04142014516651,0.021266135391798,,,,,,,,
Soft-Adap-Sig-Recall,0.10541277325683,0.007122746374264,0.627237951969659,0.363796662266919,0.057429775418077,0.825263626644931,0.04622653167902,0.145715295365113,0.037681113635865,0.593864352371581,0.107595031148614,-0.009123027240443,0.785473670533621,0.283029475513805,-0.050415284586522,0.788267329130654,-0.037749173256957,0.795957496563379,0.713253446864601,-0.096366908537003,0.799767416442386,0.865078118077438,0.86970178899361,0.484513638286381,0.841998935902397,0.863038587397855,0.865024298049542,0.854994063382887,0.863607931369668,0.859025436782663,0.033353441701013,0.066544977184992,0.040260810268465,0.027756092495838,0.03769897569577,0.04337716951126,-0.00157234998549,0.047649546002611,0.016286821838911,0.007784048645405,,,,,,,,
Soft-Adap-Sig-AVD,-0.066164622096418,0.01482566539238,-0.598027223378067,-0.338779880568646,-0.033525121748497,-0.857995318991125,-0.034927828622895,-0.104657397322556,0.039171865833603,-0.55313341461537,-0.305703529587389,-0.004544362088883,-0.840085600292171,-0.154172549882487,0.064176302436799,-0.837696325249279,0.049291458223021,-0.854525268923541,-0.752776259566818,0.013712940964964,-0.84386924922711,-0.948242306863332,-0.954010547103696,-0.280114514818922,-0.952823164274217,-0.953359066353218,-0.954745238681901,-0.955763396846987,-0.953393757497043,-0.941048687421913,0.075753313208009,0.188394230868244,0.031776116390909,0.041924651570136,0.007926521172207,0.10561079163623,0.057132835732242,0.049500983887632,-0.054544281689785,-0.032524703380633,,,,,,,,
Soft-Adap-Sig-RVD,-0.070060725992522,0.027329827896542,-0.61066998602083,-0.338779880568646,-0.020883799107174,-0.865138176133982,-0.046785700480767,-0.104657397322556,0.06578210244384,-0.564412135894091,0.406654644187083,0.097974373978621,-0.84690026214039,-0.159541677399266,0.112405305428828,-0.843684967479532,0.135954124607992,-0.854525268923541,-0.752776259566818,0.361906691979283,-0.865080620852197,-0.988580085811499,-0.994109200612496,-0.291368163600492,-0.969149609578597,-0.973715280348507,-0.971500125284465,-0.977064527280337,-0.986917431870336,-0.993518415071398,-0.068164705041546,-0.192880559511727,-0.028086177447453,-0.040305325846749,-0.004183489582082,-0.105239143109551,-0.053071248262107,-0.056567538861976,0.061472872080016,0.034197121750689,,,,,,,,
Soft-Adap-Sig-MSE,-0.00214,-0.00062,-0.00985,-0.00596,-0.00142,-0.01201,-0.00069,-0.00287,-0.00212,-0.00954,-0.003929537259615,-0.000509314903846,-0.004773137019231,-0.002667518028846,-0.000124699519231,-0.004847506009615,-0.000416165865385,-0.0048828125,-0.004487680288462,-0.001140324519231,-0.006116784854811,-0.00618284965048,-0.006211775332081,-0.005645326264051,-0.005960587170659,-0.006269073953434,-0.006320667033293,-0.006104252250827,-0.006169941026337,-0.006032726365693,7.93796646148849E-06,0.000422227615772,-0.000362719581968,-9.57529310169369E-05,-0.000490834217609,0.000129816656243,0.000382405957471,-0.000271909192266,-0.000650394360557,-0.000348433166771,,,,,,,,
Hard-Adap-ReLU-Dice,0.008624728530684,-0.006190060309982,0.000565550819297,-0.010401035887674,0.006674130476771,-0.008202501269224,-0.00757644915906,0.000402359465103,-5.5698631052592E-05,0.005222483087975,0.016143615947617,0.007502729834808,0.048954618360067,0.008984184101681,0.030478153907129,-0.002393545415452,0.085340505280555,0.017596712988497,-0.009303306042209,0.008373792841397,0.006009210133243,0.001395042120227,0.000836856074683,0.007107724341646,-0.013610684901396,-5.36002194041485E-05,0.007871516895736,0.004469010376048,-0.001796851043245,0.001548840946271,-0.027714608602766,-0.001052035900404,0.01125447152703,0.009079792927968,-0.002092842079546,0.019958014946889,-0.000325482634975,-0.014925212859069,0.031488844735903,0.017448427561862,,,,,,,,
Hard-Adap-ReLU-Precision,0.005822094103927,0.010066043026924,-0.017623697425832,0.004495458586493,-0.001678599538949,0.004412203087986,0.001773552855903,0.013557793433944,-0.001363128720833,0.001093967599202,-0.006426783834964,-0.001258569451557,0.010323727184346,0.012337071721899,-0.007471645750661,-0.002562876956191,0.006012833668156,-0.001488527486868,0.014086373804387,0.004994772859892,-0.004743695491321,-0.005916221692788,-0.006503829667109,0.000933928059524,-0.019173650073195,0.010604707698658,0.012100984985559,-0.007108621327032,-0.002144931053158,-0.017410861060703,-0.00454915970913,-0.003494174166958,0.014191554789922,0.016041568196027,0.009458592269185,0.020526061380225,0.018061682860107,-0.014522917956029,0.049130091712125,0.040601116341661,,,,,,,,
Hard-Adap-ReLU-Recall,0.010754824222764,-0.018063629389532,0.015888735058032,-0.022517050385939,0.013705264986691,-0.01793074638158,-0.015488591372821,-0.007333089423918,0.001680442812548,0.009151551300872,0.026279332492937,0.013654895944382,0.057934684505038,-0.002412811216069,0.052286231054235,0.001878139217166,0.103988263251786,0.022752153183826,-0.027542452517859,0.005343927765151,0.015461874812031,0.008717556796868,0.008101457929755,0.012560957650388,-0.008144852855809,-0.010689925924013,0.003479506363903,0.015029617905487,-0.001112564504941,0.020289235878978,-0.061370570063694,0.004825300451601,0.005630797464222,-0.006690431268174,-0.022990818590949,0.017279570305998,-0.033607238215169,-0.011368122993787,-0.003497418548888,-0.026441880382189,,,,,,,,
Hard-Adap-ReLU-AVD,-0.004512937784431,0.020024976669497,-0.024546731201184,0.029771408416812,-0.020469035149534,0.028750837162823,0.016711529333315,0.018202659879075,-0.004354313518092,-0.013097869538549,-0.03399228794524,-0.012973233159075,-0.060429362734998,0.008084289631477,-0.051541307623845,-0.002231488261033,-0.097249055338186,-0.02887943539951,0.038993310606382,0.001216900721033,-0.013293515745836,0.003231848698512,0.000609871576484,-0.007378766049303,-0.004437795198185,-0.001038574440251,-0.002341458518291,-0.011377243971212,0.00317553296319,-0.002517939983255,-0.06495905695927,0.017171766143117,-0.014159509956376,-0.047632838569755,-0.052577042638151,-0.014846348467615,-0.075462823784868,0.027524880950865,-0.102685027817849,-0.112230524853805,,,,,,,,
Hard-Adap-ReLU-RVD,-0.005551898823392,0.027167833812354,-0.035760922415376,0.029771408416812,-0.0161061007866,0.023036551448537,0.017144879766666,0.018202659879075,-0.004354313518092,-0.008083154523834,-0.03291488572295,-0.016070806726447,-0.052519752496134,0.012833902434781,-0.061956308248084,-0.004090032401456,-0.105509251517845,-0.025575356927647,0.04291690379172,-0.002913197368797,-0.022326178594638,-0.016390463997605,-0.016776611085113,-0.013252237153777,-0.011856277762762,0.023971126070242,0.009441048547899,-0.024655749799696,-0.000806993625389,-0.043342920434585,0.081612733886672,-0.016640839676433,0.01928295035988,0.047075365779736,0.054249461008206,0.016518766837671,0.087010474435253,-0.013284254186203,0.107383727048006,0.12258359095415,,,,,,,,
Hard-Adap-ReLU-MSE,-0.00025,0.00014,6.00000000000006E-05,0.00024,-0.00017,0.0002,0.0002,-3.99999999999997E-05,2E-05,-0.00016,-9.69050480769229E-05,-7.13641826923079E-05,-0.000419170673077,-1.20192307692304E-05,-0.000298227163462,-3.00480769230803E-06,-0.000621243990385,-0.000100661057692,9.54026442307693E-05,-3.00480769230772E-05,-7.23341338488524E-05,-1.31454467773439E-05,3.71317960778028E-06,-0.000104038316376,0.000230544421138,-2.43734242964763E-05,-0.000138932987135,-4.32798424545599E-05,2.24855384048147E-05,2.42731522540657E-05,0.00027806132553,4.84254205890679E-05,-0.000212756483638,-0.000227337386469,-5.58835738630912E-05,-0.000353959962103,-0.000141778918612,0.000243333107266,-0.000698412204243,-0.000483438539155,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,P-value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hard-Dice-Sig-Dice,0.001089876680195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hard-Dice-Sig-Precision,0.001142763308129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hard-Dice-Sig-Recall,0.122165152256931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hard-Dice-Sig-AVD,0.563280468370981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hard-Dice-Sig-RVD,0.829719949416863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hard-Dice-Sig-MSE,0.000895895636704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft-Dice-ReLU-Dice,0.925038393871899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft-Dice-ReLU-Precision,0.581569793731364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft-Dice-ReLU-Recall,0.501542402615757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft-Dice-ReLU-AVD,0.706652010983281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft-Dice-ReLU-RVD,0.893076023681026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft-Dice-ReLU-MSE,0.856006870499739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft-Adap-Sig-Dice,1.1E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft-Adap-Sig-Precision,4.33E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft-Adap-Sig-Recall,1.14E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft-Adap-Sig-AVD,0.00031545328565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft-Adap-Sig-RVD,0.000127743011131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soft-Adap-Sig-MSE,1.97E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hard-Adap-ReLU-Dice,0.038456110500136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hard-Adap-ReLU-Precision,0.174599841212598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hard-Adap-ReLU-Recall,0.536377815296214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
